case,file,problematic,oracle_records,oracle_resolved,all_oracle_scored,all_tp,all_fp,all_fn,statement_oracle_scored,statement_tp,statement_fp,statement_fn,codediff_ms
JacksonCore-9,src_main_java_com_fasterxml_jackson_core_json_UTF8StreamJsonParser.json,false,14171,13504,142,142,0,0,23,23,0,0,76.541
JacksonDatabind-1,src_main_java_com_fasterxml_jackson_databind_ser_BeanPropertyWriter.json,false,2220,1720,234,234,0,0,44,44,0,0,15.849
JacksonDatabind-10,src_main_java_com_fasterxml_jackson_databind_ser_AnyGetterWriter.json,true,314,255,229,218,1,11,47,46,0,1,5.823
JacksonDatabind-10,src_main_java_com_fasterxml_jackson_databind_ser_BeanSerializerFactory.json,true,2861,2273,384,372,3,12,58,58,0,0,35.671
JacksonDatabind-100,src_main_java_com_fasterxml_jackson_databind_node_TreeTraversingParser.json,false,1132,981,62,61,4,1,10,9,4,1,12.434
JacksonDatabind-101,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializer.json,false,4154,3532,411,411,0,0,79,79,0,0,182.220
JacksonDatabind-102,src_main_java_com_fasterxml_jackson_databind_ser_std_DateTimeSerializerBase.json,false,840,693,337,337,1,0,53,53,0,0,4.036
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_DatabindContext.json,false,1170,853,155,154,0,1,29,29,0,0,30.674
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_DeserializationContext.json,false,6028,4160,247,245,0,2,29,29,0,0,36.535
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_JsonMappingException.json,false,1636,1224,186,184,0,2,29,29,0,0,13.854
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_SerializerProvider.json,false,4250,3013,241,239,0,2,35,35,0,0,28.915
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_deser_BasicDeserializerFactory.json,false,9299,7766,252,251,0,1,34,34,0,0,57.514
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializerFactory.json,false,3757,3056,486,484,0,2,88,88,0,0,77.637
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_deser_DeserializerCache.json,false,2065,1601,150,149,0,1,28,28,0,0,9.062
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_deser_SettableAnyProperty.json,false,933,748,146,144,0,2,24,24,0,0,25.220
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_deser_SettableBeanProperty.json,false,2378,1861,203,201,0,2,27,27,0,0,15.468
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_deser_std_StdDeserializer.json,false,4506,3541,123,122,0,1,16,16,0,0,22.654
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_deser_std_StdKeyDeserializer.json,false,1951,1678,137,135,0,2,29,29,0,0,13.057
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_deser_std_StdValueInstantiator.json,false,1816,1554,89,88,0,1,11,11,0,0,8.366
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_introspect_BasicBeanDescription.json,false,2557,2081,141,140,0,1,25,25,0,0,26.190
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_ser_DefaultSerializerProvider.json,false,2218,1733,159,157,0,2,29,29,0,0,24.390
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_ser_PropertyBuilder.json,false,1275,1036,571,569,2,2,114,114,0,0,11.593
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_util_ClassUtil.json,false,4545,3545,86,86,0,0,2,2,0,0,21.726
JacksonDatabind-104,src_main_java_com_fasterxml_jackson_databind_util_StdDateFormat.json,false,3021,2454,339,339,1,0,53,53,0,0,58.202
JacksonDatabind-105,src_main_java_com_fasterxml_jackson_databind_deser_std_JdkDeserializers.json,false,209,168,145,145,0,0,34,34,0,0,22.914
JacksonDatabind-106,src_main_java_com_fasterxml_jackson_databind_node_TreeTraversingParser.json,false,1153,1002,69,69,0,0,10,10,0,0,6.938
JacksonDatabind-107,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_TypeDeserializerBase.json,false,977,763,181,181,0,0,29,29,0,0,16.504
JacksonDatabind-108,src_main_java_com_fasterxml_jackson_databind_ObjectReader.json,false,6664,4627,168,168,0,0,6,6,0,0,25.342
JacksonDatabind-109,src_main_java_com_fasterxml_jackson_databind_ser_std_NumberSerializer.json,false,407,318,67,67,5,0,14,14,0,0,11.032
JacksonDatabind-109,src_main_java_com_fasterxml_jackson_databind_ser_std_NumberSerializers.json,false,964,743,73,73,0,0,15,15,0,0,7.663
JacksonDatabind-11,src_main_java_com_fasterxml_jackson_databind_type_TypeFactory.json,false,4261,3306,147,146,1,1,17,17,0,0,25.222
JacksonDatabind-110,src_main_java_com_fasterxml_jackson_databind_deser_impl_JavaUtilCollectionsDeserializers.json,false,855,691,212,212,0,0,36,36,0,0,39.406
JacksonDatabind-111,src_main_java_com_fasterxml_jackson_databind_deser_CreatorProperty.json,false,824,654,50,49,1,1,9,9,0,0,3.822
JacksonDatabind-111,src_main_java_com_fasterxml_jackson_databind_deser_impl_FieldProperty.json,false,736,633,42,41,1,1,9,9,0,0,3.445
JacksonDatabind-111,src_main_java_com_fasterxml_jackson_databind_deser_impl_MethodProperty.json,false,743,639,42,41,1,1,9,9,0,0,3.412
JacksonDatabind-111,src_main_java_com_fasterxml_jackson_databind_deser_impl_ObjectIdReferenceProperty.json,false,546,474,34,33,1,1,9,9,0,0,2.908
JacksonDatabind-111,src_main_java_com_fasterxml_jackson_databind_deser_impl_ObjectIdValueProperty.json,false,411,348,38,37,1,1,9,9,0,0,2.282
JacksonDatabind-111,src_main_java_com_fasterxml_jackson_databind_deser_impl_SetterlessProperty.json,false,519,445,39,38,1,1,9,9,0,0,2.817
JacksonDatabind-111,src_main_java_com_fasterxml_jackson_databind_deser_std_AtomicReferenceDeserializer.json,false,226,184,33,33,0,0,6,6,0,0,1.712
JacksonDatabind-112,src_main_java_com_fasterxml_jackson_databind_deser_std_StringCollectionDeserializer.json,false,1078,911,197,182,16,15,30,28,2,2,11.728
JacksonDatabind-12,src_main_java_com_fasterxml_jackson_databind_deser_std_MapDeserializer.json,false,2865,2362,62,61,1,1,5,5,0,0,12.168
JacksonDatabind-13,src_main_java_com_fasterxml_jackson_databind_deser_DefaultDeserializationContext.json,false,1151,918,166,166,0,0,35,35,0,0,5.095
JacksonDatabind-13,src_main_java_com_fasterxml_jackson_databind_deser_impl_ObjectIdValueProperty.json,false,389,329,78,78,0,0,15,15,0,0,1.937
JacksonDatabind-14,src_main_java_com_fasterxml_jackson_databind_ObjectReader.json,false,5773,4086,225,224,2,1,20,20,0,0,30.777
JacksonDatabind-15,src_main_java_com_fasterxml_jackson_databind_JavaType.json,true,1154,821,52,52,0,0,2,2,0,0,4.082
JacksonDatabind-15,src_main_java_com_fasterxml_jackson_databind_ser_BeanSerializerFactory.json,true,2883,2294,244,243,1,1,35,35,0,0,11.668
JacksonDatabind-15,src_main_java_com_fasterxml_jackson_databind_ser_std_BeanSerializerBase.json,true,3374,2867,146,146,0,0,20,20,0,0,41.039
JacksonDatabind-15,src_main_java_com_fasterxml_jackson_databind_ser_std_StdDelegatingSerializer.json,true,776,628,279,276,2,3,53,52,0,1,14.141
JacksonDatabind-15,src_main_java_com_fasterxml_jackson_databind_ser_std_StdSerializer.json,true,917,725,147,146,1,1,23,23,0,0,29.485
JacksonDatabind-16,src_main_java_com_fasterxml_jackson_databind_introspect_AnnotationMap.json,false,436,353,64,64,0,0,10,10,0,0,1.992
JacksonDatabind-17,src_main_java_com_fasterxml_jackson_databind_ObjectMapper.json,false,10324,6974,326,326,0,0,20,20,0,0,59.658
JacksonDatabind-19,src_main_java_com_fasterxml_jackson_databind_type_TypeFactory.json,false,4612,3585,137,137,0,0,13,13,0,0,30.187
JacksonDatabind-2,src_main_java_com_fasterxml_jackson_databind_util_TokenBuffer.json,false,5761,4884,96,90,0,6,11,10,0,1,28.632
JacksonDatabind-20,src_main_java_com_fasterxml_jackson_databind_node_ObjectNode.json,false,2660,1830,111,111,3,0,13,13,0,0,10.379
JacksonDatabind-21,src_main_java_com_fasterxml_jackson_databind_introspect_JacksonAnnotationIntrospector.json,false,4167,3542,29,29,2,0,2,2,0,0,19.952
JacksonDatabind-22,src_main_java_com_fasterxml_jackson_databind_ser_BasicSerializerFactory.json,true,4478,3581,998,972,20,26,180,170,5,10,164.993
JacksonDatabind-22,src_main_java_com_fasterxml_jackson_databind_ser_BeanSerializerFactory.json,true,3079,2454,282,275,0,7,51,49,0,2,14.407
JacksonDatabind-23,src_main_java_com_fasterxml_jackson_databind_ser_std_NumberSerializers.json,false,989,788,101,101,0,0,9,9,0,0,6.687
JacksonDatabind-24,src_main_java_com_fasterxml_jackson_databind_cfg_BaseSettings.json,false,943,737,59,58,1,1,9,9,0,0,5.351
JacksonDatabind-25,src_main_java_com_fasterxml_jackson_databind_deser_BasicDeserializerFactory.json,false,8572,7171,399,395,3,4,61,61,0,0,41.324
JacksonDatabind-25,src_main_java_com_fasterxml_jackson_databind_deser_DeserializerCache.json,false,2145,1665,415,411,3,4,73,73,0,0,8.249
JacksonDatabind-25,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_TypeDeserializerBase.json,false,921,723,146,142,3,4,23,23,0,0,25.208
JacksonDatabind-25,src_main_java_com_fasterxml_jackson_databind_module_SimpleAbstractTypeResolver.json,false,281,200,63,59,3,4,12,12,0,0,1.619
JacksonDatabind-26,src_main_java_com_fasterxml_jackson_databind_ser_BeanPropertyWriter.json,false,2964,2320,79,77,1,2,2,2,0,0,12.171
JacksonDatabind-27,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializer.json,false,3436,2965,358,358,0,0,71,71,0,0,55.841
JacksonDatabind-29,src_main_java_com_fasterxml_jackson_databind_deser_impl_ExternalTypeHandler.json,false,1533,1282,196,196,0,0,35,35,0,0,7.269
JacksonDatabind-3,src_main_java_com_fasterxml_jackson_databind_deser_std_StringArrayDeserializer.json,true,706,598,313,313,0,0,55,55,0,0,24.036
JacksonDatabind-30,src_main_java_com_fasterxml_jackson_databind_ObjectMapper.json,false,12068,7479,543,543,0,0,54,54,0,0,51.847
JacksonDatabind-30,src_main_java_com_fasterxml_jackson_databind_util_TokenBuffer.json,false,6022,5140,304,304,0,0,79,79,0,0,64.147
JacksonDatabind-31,src_main_java_com_fasterxml_jackson_databind_util_TokenBuffer.json,false,6105,5186,545,545,0,0,113,113,0,0,29.388
JacksonDatabind-32,src_main_java_com_fasterxml_jackson_databind_deser_std_UntypedObjectDeserializer.json,false,2741,2270,401,400,1,1,101,100,1,1,41.166
JacksonDatabind-33,src_main_java_com_fasterxml_jackson_databind_introspect_JacksonAnnotationIntrospector.json,false,4426,3772,128,128,0,0,21,21,0,0,46.153
JacksonDatabind-34,src_main_java_com_fasterxml_jackson_databind_ser_std_NumberSerializer.json,false,356,276,73,73,0,0,16,16,0,0,1.348
JacksonDatabind-35,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_AsWrapperTypeDeserializer.json,true,462,385,204,200,1,4,34,32,1,2,5.197
JacksonDatabind-36,src_main_java_com_fasterxml_jackson_databind_util_StdDateFormat.json,false,2063,1745,110,110,1,0,19,19,0,0,8.681
JacksonDatabind-37,src_main_java_com_fasterxml_jackson_databind_type_SimpleType.json,false,890,715,51,51,0,0,9,9,0,0,3.594
JacksonDatabind-38,src_main_java_com_fasterxml_jackson_databind_type_CollectionType.json,false,435,369,46,46,0,0,7,7,0,0,4.527
JacksonDatabind-38,src_main_java_com_fasterxml_jackson_databind_type_MapType.json,false,558,477,50,50,0,0,8,8,0,0,5.446
JacksonDatabind-38,src_main_java_com_fasterxml_jackson_databind_type_SimpleType.json,false,909,727,94,90,4,4,15,15,0,0,5.398
JacksonDatabind-39,src_main_java_com_fasterxml_jackson_databind_deser_std_NullifyingDeserializer.json,false,130,107,34,30,4,4,8,7,1,1,2.089
JacksonDatabind-4,src_main_java_com_fasterxml_jackson_databind_deser_std_StringArrayDeserializer.json,false,714,605,320,320,0,0,55,55,0,0,4.244
JacksonDatabind-40,src_main_java_com_fasterxml_jackson_databind_deser_std_NumberDeserializers.json,false,2325,1934,22,22,2,0,3,3,0,0,10.385
JacksonDatabind-42,src_main_java_com_fasterxml_jackson_databind_deser_std_FromStringDeserializer.json,false,1240,1070,54,54,0,0,9,9,0,0,5.229
JacksonDatabind-43,src_main_java_com_fasterxml_jackson_databind_deser_impl_ObjectIdValueProperty.json,false,369,312,82,82,0,0,18,18,0,0,2.806
JacksonDatabind-44,src_main_java_com_fasterxml_jackson_databind_type_SimpleType.json,false,988,796,59,59,0,0,9,9,0,0,10.230
JacksonDatabind-45,src_main_java_com_fasterxml_jackson_databind_ser_std_DateTimeSerializerBase.json,true,537,454,157,154,3,3,27,27,0,0,16.596
JacksonDatabind-46,src_main_java_com_fasterxml_jackson_databind_type_ReferenceType.json,false,606,503,49,48,0,1,10,10,0,0,2.446
JacksonDatabind-47,src_main_java_com_fasterxml_jackson_databind_AnnotationIntrospector.json,false,3222,1920,509,507,0,2,76,76,0,0,34.767
JacksonDatabind-48,src_main_java_com_fasterxml_jackson_databind_DeserializationConfig.json,false,3126,2564,137,137,0,0,15,15,0,0,26.437
JacksonDatabind-48,src_main_java_com_fasterxml_jackson_databind_SerializationConfig.json,false,3333,2723,143,143,0,0,15,15,0,0,27.039
JacksonDatabind-49,src_main_java_com_fasterxml_jackson_databind_ser_impl_WritableObjectId.json,false,233,193,30,30,0,0,7,7,0,0,1.315
JacksonDatabind-5,src_main_java_com_fasterxml_jackson_databind_introspect_AnnotatedClass.json,false,3657,3067,148,148,0,0,24,24,0,0,44.539
JacksonDatabind-50,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializer.json,false,3678,3141,426,426,0,0,83,83,0,0,86.929
JacksonDatabind-51,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_TypeDeserializerBase.json,false,945,743,175,175,0,0,27,27,0,0,18.391
JacksonDatabind-52,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializerBase.json,false,6018,4948,614,614,0,0,95,95,0,0,34.474
JacksonDatabind-52,src_main_java_com_fasterxml_jackson_databind_deser_impl_ExternalTypeHandler.json,false,1638,1357,18,18,1,0,3,3,0,0,6.027
JacksonDatabind-53,src_main_java_com_fasterxml_jackson_databind_type_TypeBindings.json,true,1750,1504,31,31,3,0,2,2,0,0,7.911
JacksonDatabind-53,src_main_java_com_fasterxml_jackson_databind_type_TypeFactory.json,true,4810,3715,770,702,12,68,120,110,1,10,142.221
JacksonDatabind-54,src_main_java_com_fasterxml_jackson_databind_ser_PropertyBuilder.json,false,1064,849,381,381,0,0,75,75,0,0,3.571
JacksonDatabind-55,src_main_java_com_fasterxml_jackson_databind_ser_std_StdKeySerializers.json,true,756,605,66,66,0,0,15,15,0,0,10.762
JacksonDatabind-56,src_main_java_com_fasterxml_jackson_databind_deser_std_FromStringDeserializer.json,false,1242,1075,357,355,4,2,66,66,0,0,52.797
JacksonDatabind-57,src_main_java_com_fasterxml_jackson_databind_ObjectReader.json,false,6232,4339,189,188,1,1,11,11,0,0,26.660
JacksonDatabind-58,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializerFactory.json,false,3440,2770,251,251,0,0,38,38,0,0,15.083
JacksonDatabind-59,src_main_java_com_fasterxml_jackson_databind_JavaType.json,false,1302,869,64,64,0,0,2,2,0,0,5.014
JacksonDatabind-59,src_main_java_com_fasterxml_jackson_databind_type_CollectionLikeType.json,false,860,700,18,18,0,0,2,2,0,0,3.577
JacksonDatabind-59,src_main_java_com_fasterxml_jackson_databind_type_MapLikeType.json,false,989,816,18,18,1,0,2,2,0,0,4.526
JacksonDatabind-59,src_main_java_com_fasterxml_jackson_databind_type_TypeFactory.json,false,5069,3913,412,412,0,0,56,56,0,0,24.693
JacksonDatabind-60,src_main_java_com_fasterxml_jackson_databind_ser_std_JsonValueSerializer.json,false,1269,1039,209,208,1,1,43,43,0,0,22.694
JacksonDatabind-61,src_main_java_com_fasterxml_jackson_databind_ObjectMapper.json,false,12221,7523,393,393,0,0,26,26,0,0,55.519
JacksonDatabind-61,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_StdTypeResolverBuilder.json,false,681,587,267,267,1,0,53,53,0,0,3.915
JacksonDatabind-62,src_main_java_com_fasterxml_jackson_databind_deser_std_CollectionDeserializer.json,false,1625,1310,210,210,1,0,30,30,0,0,8.803
JacksonDatabind-63,src_main_java_com_fasterxml_jackson_databind_JsonMappingException.json,true,1593,1186,177,177,5,0,28,28,3,0,48.240
JacksonDatabind-65,src_main_java_com_fasterxml_jackson_databind_deser_std_StdKeyDeserializer.json,false,1814,1555,101,101,0,0,23,23,0,0,11.916
JacksonDatabind-65,src_main_java_com_fasterxml_jackson_databind_introspect_BasicBeanDescription.json,false,2289,1853,190,190,0,0,39,39,0,0,20.111
JacksonDatabind-66,src_main_java_com_fasterxml_jackson_databind_deser_std_StdKeyDeserializer.json,true,1822,1562,104,101,1,3,21,21,0,0,17.837
JacksonDatabind-67,src_main_java_com_fasterxml_jackson_databind_deser_BasicDeserializerFactory.json,false,8557,7154,183,182,0,1,30,29,0,1,39.676
JacksonDatabind-69,src_main_java_com_fasterxml_jackson_databind_deser_impl_CreatorCollector.json,false,1495,1311,354,353,0,1,64,64,0,0,48.817
JacksonDatabind-7,src_main_java_com_fasterxml_jackson_databind_util_TokenBuffer.json,false,5831,4951,71,71,0,0,8,8,0,0,28.635
JacksonDatabind-70,src_main_java_com_fasterxml_jackson_databind_deser_impl_BeanPropertyMap.json,false,2375,2041,151,150,0,1,26,26,0,0,38.889
JacksonDatabind-71,src_main_java_com_fasterxml_jackson_databind_deser_std_StdKeyDeserializer.json,false,1744,1497,278,276,2,2,62,62,0,0,7.778
JacksonDatabind-72,src_main_java_com_fasterxml_jackson_databind_deser_impl_InnerClassProperty.json,false,583,491,17,17,0,0,2,2,0,0,2.422
JacksonDatabind-73,src_main_java_com_fasterxml_jackson_databind_introspect_POJOPropertiesCollector.json,false,4182,3448,90,90,0,0,10,10,0,0,25.521
JacksonDatabind-73,src_main_java_com_fasterxml_jackson_databind_introspect_POJOPropertyBuilder.json,false,4673,4015,154,154,1,0,33,33,0,0,22.869
JacksonDatabind-74,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_AsPropertyTypeDeserializer.json,false,678,569,132,132,0,0,25,25,0,0,6.636
JacksonDatabind-75,src_main_java_com_fasterxml_jackson_databind_ser_std_EnumSerializer.json,false,761,608,248,248,0,0,44,44,0,0,12.863
JacksonDatabind-76,src_main_java_com_fasterxml_jackson_databind_deser_BuilderBasedDeserializer.json,false,2852,2453,251,250,1,1,45,44,1,1,87.780
JacksonDatabind-77,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializerFactory.json,false,3476,2795,193,193,1,0,30,30,0,0,33.208
JacksonDatabind-78,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializerFactory.json,false,3582,2889,200,200,2,0,30,30,0,0,32.853
JacksonDatabind-79,src_main_java_com_fasterxml_jackson_databind_introspect_JacksonAnnotationIntrospector.json,true,5350,4518,75,61,13,14,10,7,4,3,26.694
JacksonDatabind-79,src_main_java_com_fasterxml_jackson_databind_introspect_ObjectIdInfo.json,true,405,345,7,7,0,0,2,2,0,0,1.883
JacksonDatabind-79,src_main_java_com_fasterxml_jackson_databind_ser_std_BeanSerializerBase.json,true,3490,2976,644,644,2,0,102,102,0,0,115.277
JacksonDatabind-8,src_main_java_com_fasterxml_jackson_databind_deser_impl_CreatorCollector.json,false,1351,1195,127,126,0,1,24,23,0,1,41.296
JacksonDatabind-80,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_StdSubtypeResolver.json,false,1382,1121,383,383,0,0,57,57,0,0,7.720
JacksonDatabind-81,src_main_java_com_fasterxml_jackson_databind_introspect_JacksonAnnotationIntrospector.json,false,6174,5198,814,810,1,4,132,132,0,0,222.995
JacksonDatabind-82,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializerFactory.json,false,3751,3020,592,592,0,0,101,101,0,0,13.441
JacksonDatabind-83,src_main_java_com_fasterxml_jackson_databind_deser_std_FromStringDeserializer.json,false,1318,1148,243,243,0,0,51,51,0,0,17.395
JacksonDatabind-84,src_main_java_com_fasterxml_jackson_databind_type_ResolvedRecursiveType.json,false,385,328,8,8,0,0,2,2,0,0,1.883
JacksonDatabind-86,src_main_java_com_fasterxml_jackson_databind_type_ResolvedRecursiveType.json,false,385,328,8,8,0,0,2,2,0,0,1.875
JacksonDatabind-87,src_main_java_com_fasterxml_jackson_databind_util_StdDateFormat.json,false,2149,1821,653,641,4,12,116,111,0,5,48.997
JacksonDatabind-88,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_ClassNameIdResolver.json,false,584,485,125,125,0,0,28,28,0,0,4.858
JacksonDatabind-89,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializerFactory.json,false,3761,3028,111,111,0,0,16,16,0,0,29.764
JacksonDatabind-90,src_main_java_com_fasterxml_jackson_databind_deser_ValueInstantiator.json,false,1008,629,64,64,0,0,5,5,0,0,5.359
JacksonDatabind-90,src_main_java_com_fasterxml_jackson_databind_deser_std_StdValueInstantiator.json,false,1795,1531,35,35,0,0,2,2,0,0,7.205
JacksonDatabind-91,src_main_java_com_fasterxml_jackson_databind_deser_DeserializerCache.json,false,2000,1543,81,79,0,2,12,11,0,1,12.768
JacksonDatabind-92,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializerFactory.json,false,3669,2941,112,112,0,0,16,16,0,0,29.246
JacksonDatabind-93,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_SubTypeValidator.json,false,373,288,116,115,1,1,24,24,0,0,9.432
JacksonDatabind-94,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_SubTypeValidator.json,false,382,300,136,130,0,6,27,27,0,0,37.305
JacksonDatabind-95,src_main_java_com_fasterxml_jackson_databind_type_TypeFactory.json,false,5400,4195,425,425,0,0,60,60,0,0,75.504
JacksonDatabind-95,src_main_java_com_fasterxml_jackson_databind_type_TypeParser.json,false,577,480,104,104,0,0,19,19,0,0,2.655
JacksonDatabind-96,src_main_java_com_fasterxml_jackson_databind_deser_BasicDeserializerFactory.json,false,9299,7765,281,281,0,0,37,37,0,0,42.773
JacksonDatabind-97,src_main_java_com_fasterxml_jackson_databind_node_POJONode.json,true,483,413,68,66,1,2,14,14,0,0,6.055
JacksonDatabind-98,src_main_java_com_fasterxml_jackson_databind_deser_impl_ExternalTypeHandler.json,false,2144,1778,278,277,1,1,45,45,0,0,41.174
JacksonDatabind-99,src_main_java_com_fasterxml_jackson_databind_type_ReferenceType.json,false,919,725,53,53,0,0,9,9,0,0,3.281
JacksonXml-1,src_main_java_com_fasterxml_jackson_dataformat_xml_deser_FromXmlParser.json,false,2584,2212,503,501,1,2,98,97,0,1,144.428
JacksonXml-2,src_main_java_com_fasterxml_jackson_dataformat_xml_deser_XmlTokenStream.json,false,1526,1317,165,160,4,5,35,32,2,3,33.118
JacksonXml-3,src_main_java_com_fasterxml_jackson_dataformat_xml_deser_FromXmlParser.json,false,2629,2256,375,364,11,11,77,76,1,1,14.928
JacksonXml-4,src_main_java_com_fasterxml_jackson_dataformat_xml_ser_XmlSerializerProvider.json,false,1051,912,42,41,1,1,9,9,0,0,5.954
JacksonXml-5,src_main_java_com_fasterxml_jackson_dataformat_xml_ser_XmlSerializerProvider.json,false,876,756,28,28,0,0,6,6,0,0,3.763
JacksonXml-6,src_main_java_com_fasterxml_jackson_dataformat_xml_ser_ToXmlGenerator.json,false,3986,3382,56,56,0,0,2,2,0,0,20.030
Jsoup-1,src_main_java_org_jsoup_nodes_Document.json,false,573,368,89,86,0,3,18,17,0,1,3.961
Jsoup-10,src_main_java_org_jsoup_nodes_Node.json,false,1729,1245,116,116,0,0,28,28,0,0,15.674
Jsoup-11,src_main_java_org_jsoup_select_Selector.json,false,1893,1446,279,279,2,0,73,73,0,0,106.605
Jsoup-12,src_main_java_org_jsoup_select_Selector.json,false,2031,1559,129,129,1,0,19,19,0,0,10.301
Jsoup-13,src_main_java_org_jsoup_nodes_Node.json,false,2238,1599,57,57,0,0,7,7,0,0,9.362
Jsoup-14,src_main_java_org_jsoup_parser_Tokeniser.json,false,939,818,16,16,0,0,2,2,0,0,3.831
Jsoup-14,src_main_java_org_jsoup_parser_TokeniserState.json,false,7282,5871,47,46,0,1,15,14,0,1,44.441
Jsoup-15,src_main_java_org_jsoup_parser_TreeBuilderState.json,false,9073,7213,2651,2651,1,0,515,515,0,0,73.396
Jsoup-16,src_main_java_org_jsoup_nodes_DocumentType.json,false,200,143,115,112,2,3,22,22,0,0,7.917
Jsoup-17,src_main_java_org_jsoup_parser_TreeBuilderState.json,false,9073,7214,14,13,0,1,3,3,0,0,47.999
Jsoup-18,src_main_java_org_jsoup_parser_CharacterReader.json,false,871,789,57,57,0,0,13,13,0,0,5.285
Jsoup-19,src_main_java_org_jsoup_safety_Whitelist.json,false,1861,1308,88,88,0,0,17,17,0,0,7.772
Jsoup-2,src_main_java_org_jsoup_parser_Parser.json,false,1517,1206,230,230,0,0,42,42,0,0,7.429
Jsoup-20,src_main_java_org_jsoup_helper_DataUtil.json,false,674,489,206,206,0,0,32,32,0,0,4.520
Jsoup-23,src_main_java_org_jsoup_parser_CharacterReader.json,false,883,800,5,5,0,0,2,2,0,0,3.623
Jsoup-23,src_main_java_org_jsoup_parser_Tokeniser.json,false,968,835,337,337,0,0,63,63,0,0,3.728
Jsoup-24,src_main_java_org_jsoup_parser_TokeniserState.json,false,7356,5927,118,118,0,0,37,37,0,0,38.327
Jsoup-25,src_main_java_org_jsoup_parser_Tag.json,false,1010,859,41,41,0,0,3,3,0,0,5.423
Jsoup-26,src_main_java_org_jsoup_safety_Cleaner.json,false,519,370,45,45,0,0,9,9,0,0,2.228
Jsoup-27,src_main_java_org_jsoup_helper_DataUtil.json,false,710,518,64,62,2,2,14,13,1,1,4.563
Jsoup-28,src_main_java_org_jsoup_nodes_Entities.json,true,834,621,22,21,1,1,7,6,0,1,7.723
Jsoup-28,src_main_java_org_jsoup_parser_Parser.json,true,536,335,22,22,0,0,2,2,0,0,1.643
Jsoup-28,src_main_java_org_jsoup_parser_Tokeniser.json,true,922,794,291,288,3,3,55,54,0,1,53.661
Jsoup-29,src_main_java_org_jsoup_nodes_Document.json,false,1284,905,51,50,0,1,6,6,0,0,5.002
Jsoup-3,src_main_java_org_jsoup_nodes_Element.json,false,3215,2043,289,289,0,0,44,44,0,0,14.638
Jsoup-3,src_main_java_org_jsoup_parser_Parser.json,false,1542,1212,197,197,0,0,39,39,0,0,10.087
Jsoup-3,src_main_java_org_jsoup_parser_Tag.json,false,1772,1416,763,685,0,78,118,101,0,17,8.756
Jsoup-31,src_main_java_org_jsoup_parser_Token.json,false,822,717,12,12,0,0,3,3,0,0,3.099
Jsoup-31,src_main_java_org_jsoup_parser_TokeniserState.json,false,7406,5977,49,49,0,0,13,13,0,0,37.671
Jsoup-31,src_main_java_org_jsoup_parser_XmlTreeBuilder.json,false,445,362,35,35,0,0,8,8,0,0,2.694
Jsoup-33,src_main_java_org_jsoup_parser_HtmlTreeBuilder.json,false,3277,2742,78,78,0,0,14,14,0,0,19.498
Jsoup-34,src_main_java_org_jsoup_parser_CharacterReader.json,false,1222,1132,131,130,1,1,20,20,0,0,9.391
Jsoup-35,src_main_java_org_jsoup_parser_HtmlTreeBuilderState.json,false,9053,7207,2651,2651,0,0,514,514,0,0,440.391
Jsoup-36,src_main_java_org_jsoup_helper_DataUtil.json,false,835,615,314,314,0,0,55,55,0,0,101.771
