case,file,problematic,oracle_records,oracle_resolved,all_oracle_scored,all_tp,all_fp,all_fn,statement_oracle_scored,statement_tp,statement_fp,statement_fn,codediff_ms
JacksonCore-9,src_main_java_com_fasterxml_jackson_core_json_UTF8StreamJsonParser.json,false,14171,13504,142,142,0,0,23,23,0,0,67.968
JacksonDatabind-1,src_main_java_com_fasterxml_jackson_databind_ser_BeanPropertyWriter.json,false,2220,1720,234,234,0,0,44,44,0,0,14.197
JacksonDatabind-10,src_main_java_com_fasterxml_jackson_databind_ser_AnyGetterWriter.json,true,314,255,229,218,1,11,47,46,0,1,5.346
JacksonDatabind-10,src_main_java_com_fasterxml_jackson_databind_ser_BeanSerializerFactory.json,true,2861,2273,384,372,3,12,58,58,0,0,33.188
JacksonDatabind-100,src_main_java_com_fasterxml_jackson_databind_node_TreeTraversingParser.json,false,1132,981,62,61,4,1,10,9,4,1,12.328
JacksonDatabind-101,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializer.json,false,4154,3532,411,411,0,0,79,79,0,0,170.426
JacksonDatabind-102,src_main_java_com_fasterxml_jackson_databind_ser_std_DateTimeSerializerBase.json,false,840,693,337,337,1,0,53,53,0,0,3.731
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_DatabindContext.json,false,1170,853,155,154,0,1,29,29,0,0,28.327
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_DeserializationContext.json,false,6028,4160,247,245,0,2,29,29,0,0,34.190
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_JsonMappingException.json,false,1636,1224,186,184,0,2,29,29,0,0,12.316
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_SerializerProvider.json,false,4250,3013,241,239,0,2,35,35,0,0,25.576
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_deser_BasicDeserializerFactory.json,false,9299,7766,252,251,0,1,34,34,0,0,50.236
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializerFactory.json,false,3757,3056,486,484,0,2,88,88,0,0,72.244
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_deser_DeserializerCache.json,false,2065,1601,150,149,0,1,28,28,0,0,8.333
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_deser_SettableAnyProperty.json,false,933,748,146,144,0,2,24,24,0,0,22.807
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_deser_SettableBeanProperty.json,false,2378,1861,203,201,0,2,27,27,0,0,14.023
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_deser_std_StdDeserializer.json,false,4506,3541,123,122,0,1,16,16,0,0,19.735
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_deser_std_StdKeyDeserializer.json,false,1951,1678,137,135,0,2,29,29,0,0,12.101
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_deser_std_StdValueInstantiator.json,false,1816,1554,89,88,0,1,11,11,0,0,7.840
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_introspect_BasicBeanDescription.json,false,2557,2081,141,140,0,1,25,25,0,0,24.492
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_ser_DefaultSerializerProvider.json,false,2218,1733,159,157,0,2,29,29,0,0,23.414
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_ser_PropertyBuilder.json,false,1275,1036,571,569,2,2,114,114,0,0,10.657
JacksonDatabind-103,src_main_java_com_fasterxml_jackson_databind_util_ClassUtil.json,false,4545,3545,86,86,0,0,2,2,0,0,18.972
JacksonDatabind-104,src_main_java_com_fasterxml_jackson_databind_util_StdDateFormat.json,false,3021,2454,339,339,1,0,53,53,0,0,55.270
JacksonDatabind-105,src_main_java_com_fasterxml_jackson_databind_deser_std_JdkDeserializers.json,false,209,168,145,145,0,0,34,34,0,0,20.564
JacksonDatabind-106,src_main_java_com_fasterxml_jackson_databind_node_TreeTraversingParser.json,false,1153,1002,69,69,0,0,10,10,0,0,6.482
JacksonDatabind-107,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_TypeDeserializerBase.json,false,977,763,181,181,0,0,29,29,0,0,15.210
JacksonDatabind-108,src_main_java_com_fasterxml_jackson_databind_ObjectReader.json,false,6664,4627,168,168,0,0,6,6,0,0,22.277
JacksonDatabind-109,src_main_java_com_fasterxml_jackson_databind_ser_std_NumberSerializer.json,false,407,318,67,67,5,0,14,14,0,0,9.906
JacksonDatabind-109,src_main_java_com_fasterxml_jackson_databind_ser_std_NumberSerializers.json,false,964,743,73,73,0,0,15,15,0,0,6.673
JacksonDatabind-11,src_main_java_com_fasterxml_jackson_databind_type_TypeFactory.json,false,4261,3306,147,146,1,1,17,17,0,0,23.327
JacksonDatabind-110,src_main_java_com_fasterxml_jackson_databind_deser_impl_JavaUtilCollectionsDeserializers.json,false,855,691,212,212,0,0,36,36,0,0,36.692
JacksonDatabind-111,src_main_java_com_fasterxml_jackson_databind_deser_CreatorProperty.json,false,824,654,50,49,1,1,9,9,0,0,3.246
JacksonDatabind-111,src_main_java_com_fasterxml_jackson_databind_deser_impl_FieldProperty.json,false,736,633,42,41,1,1,9,9,0,0,3.083
JacksonDatabind-111,src_main_java_com_fasterxml_jackson_databind_deser_impl_MethodProperty.json,false,743,639,42,41,1,1,9,9,0,0,3.066
JacksonDatabind-111,src_main_java_com_fasterxml_jackson_databind_deser_impl_ObjectIdReferenceProperty.json,false,546,474,34,33,1,1,9,9,0,0,2.562
JacksonDatabind-111,src_main_java_com_fasterxml_jackson_databind_deser_impl_ObjectIdValueProperty.json,false,411,348,38,37,1,1,9,9,0,0,2.082
JacksonDatabind-111,src_main_java_com_fasterxml_jackson_databind_deser_impl_SetterlessProperty.json,false,519,445,39,38,1,1,9,9,0,0,2.775
JacksonDatabind-111,src_main_java_com_fasterxml_jackson_databind_deser_std_AtomicReferenceDeserializer.json,false,226,184,33,33,0,0,6,6,0,0,1.567
JacksonDatabind-112,src_main_java_com_fasterxml_jackson_databind_deser_std_StringCollectionDeserializer.json,false,1078,911,197,182,16,15,30,28,2,2,10.422
JacksonDatabind-12,src_main_java_com_fasterxml_jackson_databind_deser_std_MapDeserializer.json,false,2865,2362,62,61,1,1,5,5,0,0,10.964
JacksonDatabind-13,src_main_java_com_fasterxml_jackson_databind_deser_DefaultDeserializationContext.json,false,1151,918,166,166,0,0,35,35,0,0,4.671
JacksonDatabind-13,src_main_java_com_fasterxml_jackson_databind_deser_impl_ObjectIdValueProperty.json,false,389,329,78,78,0,0,15,15,0,0,1.796
JacksonDatabind-14,src_main_java_com_fasterxml_jackson_databind_ObjectReader.json,false,5773,4086,225,224,2,1,20,20,0,0,26.168
JacksonDatabind-15,src_main_java_com_fasterxml_jackson_databind_JavaType.json,true,1154,821,52,52,0,0,2,2,0,0,3.617
JacksonDatabind-15,src_main_java_com_fasterxml_jackson_databind_ser_BeanSerializerFactory.json,true,2883,2294,244,243,1,1,35,35,0,0,11.075
JacksonDatabind-15,src_main_java_com_fasterxml_jackson_databind_ser_std_BeanSerializerBase.json,true,3374,2867,146,146,0,0,20,20,0,0,37.916
JacksonDatabind-15,src_main_java_com_fasterxml_jackson_databind_ser_std_StdDelegatingSerializer.json,true,776,628,279,276,2,3,53,52,0,1,13.606
JacksonDatabind-15,src_main_java_com_fasterxml_jackson_databind_ser_std_StdSerializer.json,true,917,725,147,146,1,1,23,23,0,0,25.737
JacksonDatabind-16,src_main_java_com_fasterxml_jackson_databind_introspect_AnnotationMap.json,false,436,353,64,64,0,0,10,10,0,0,1.860
JacksonDatabind-17,src_main_java_com_fasterxml_jackson_databind_ObjectMapper.json,false,10324,6974,326,326,0,0,20,20,0,0,54.595
JacksonDatabind-19,src_main_java_com_fasterxml_jackson_databind_type_TypeFactory.json,false,4612,3585,137,137,0,0,13,13,0,0,28.212
JacksonDatabind-2,src_main_java_com_fasterxml_jackson_databind_util_TokenBuffer.json,false,5761,4884,96,90,0,6,11,10,0,1,25.920
JacksonDatabind-20,src_main_java_com_fasterxml_jackson_databind_node_ObjectNode.json,false,2660,1830,111,111,3,0,13,13,0,0,9.246
JacksonDatabind-21,src_main_java_com_fasterxml_jackson_databind_introspect_JacksonAnnotationIntrospector.json,false,4167,3542,29,29,2,0,2,2,0,0,17.055
JacksonDatabind-22,src_main_java_com_fasterxml_jackson_databind_ser_BasicSerializerFactory.json,true,4478,3581,998,972,20,26,180,170,5,10,157.507
JacksonDatabind-22,src_main_java_com_fasterxml_jackson_databind_ser_BeanSerializerFactory.json,true,3079,2454,282,275,0,7,51,49,0,2,12.018
JacksonDatabind-23,src_main_java_com_fasterxml_jackson_databind_ser_std_NumberSerializers.json,false,989,788,101,101,0,0,9,9,0,0,6.155
JacksonDatabind-24,src_main_java_com_fasterxml_jackson_databind_cfg_BaseSettings.json,false,943,737,59,58,1,1,9,9,0,0,4.987
JacksonDatabind-25,src_main_java_com_fasterxml_jackson_databind_deser_BasicDeserializerFactory.json,false,8572,7171,399,395,3,4,61,61,0,0,39.016
JacksonDatabind-25,src_main_java_com_fasterxml_jackson_databind_deser_DeserializerCache.json,false,2145,1665,415,411,3,4,73,73,0,0,7.430
JacksonDatabind-25,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_TypeDeserializerBase.json,false,921,723,146,142,3,4,23,23,0,0,23.582
JacksonDatabind-25,src_main_java_com_fasterxml_jackson_databind_module_SimpleAbstractTypeResolver.json,false,281,200,63,59,3,4,12,12,0,0,1.603
JacksonDatabind-26,src_main_java_com_fasterxml_jackson_databind_ser_BeanPropertyWriter.json,false,2964,2320,79,77,1,2,2,2,0,0,11.167
JacksonDatabind-27,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializer.json,false,3436,2965,358,358,0,0,71,71,0,0,52.266
JacksonDatabind-29,src_main_java_com_fasterxml_jackson_databind_deser_impl_ExternalTypeHandler.json,false,1533,1282,196,196,0,0,35,35,0,0,6.585
JacksonDatabind-3,src_main_java_com_fasterxml_jackson_databind_deser_std_StringArrayDeserializer.json,true,706,598,313,313,0,0,55,55,0,0,22.354
JacksonDatabind-30,src_main_java_com_fasterxml_jackson_databind_ObjectMapper.json,false,12068,7479,543,543,0,0,54,54,0,0,49.694
JacksonDatabind-30,src_main_java_com_fasterxml_jackson_databind_util_TokenBuffer.json,false,6022,5140,304,304,0,0,79,79,0,0,58.264
JacksonDatabind-31,src_main_java_com_fasterxml_jackson_databind_util_TokenBuffer.json,false,6105,5186,545,545,0,0,113,113,0,0,24.487
JacksonDatabind-32,src_main_java_com_fasterxml_jackson_databind_deser_std_UntypedObjectDeserializer.json,false,2741,2270,401,400,1,1,101,100,1,1,39.236
JacksonDatabind-33,src_main_java_com_fasterxml_jackson_databind_introspect_JacksonAnnotationIntrospector.json,false,4426,3772,128,128,0,0,21,21,0,0,43.072
JacksonDatabind-34,src_main_java_com_fasterxml_jackson_databind_ser_std_NumberSerializer.json,false,356,276,73,73,0,0,16,16,0,0,1.171
JacksonDatabind-35,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_AsWrapperTypeDeserializer.json,true,462,385,204,200,1,4,34,32,1,2,4.807
JacksonDatabind-36,src_main_java_com_fasterxml_jackson_databind_util_StdDateFormat.json,false,2063,1745,110,110,1,0,19,19,0,0,7.876
JacksonDatabind-37,src_main_java_com_fasterxml_jackson_databind_type_SimpleType.json,false,890,715,51,51,0,0,9,9,0,0,3.283
JacksonDatabind-38,src_main_java_com_fasterxml_jackson_databind_type_CollectionType.json,false,435,369,46,46,0,0,7,7,0,0,4.264
JacksonDatabind-38,src_main_java_com_fasterxml_jackson_databind_type_MapType.json,false,558,477,50,50,0,0,8,8,0,0,4.974
JacksonDatabind-38,src_main_java_com_fasterxml_jackson_databind_type_SimpleType.json,false,909,727,94,90,4,4,15,15,0,0,4.763
JacksonDatabind-39,src_main_java_com_fasterxml_jackson_databind_deser_std_NullifyingDeserializer.json,false,130,107,34,30,4,4,8,7,1,1,1.895
JacksonDatabind-4,src_main_java_com_fasterxml_jackson_databind_deser_std_StringArrayDeserializer.json,false,714,605,320,320,0,0,55,55,0,0,3.517
JacksonDatabind-40,src_main_java_com_fasterxml_jackson_databind_deser_std_NumberDeserializers.json,false,2325,1934,22,22,2,0,3,3,0,0,9.563
JacksonDatabind-42,src_main_java_com_fasterxml_jackson_databind_deser_std_FromStringDeserializer.json,false,1240,1070,54,54,0,0,9,9,0,0,4.845
JacksonDatabind-43,src_main_java_com_fasterxml_jackson_databind_deser_impl_ObjectIdValueProperty.json,false,369,312,82,82,0,0,18,18,0,0,2.609
JacksonDatabind-44,src_main_java_com_fasterxml_jackson_databind_type_SimpleType.json,false,988,796,59,59,0,0,9,9,0,0,9.503
JacksonDatabind-45,src_main_java_com_fasterxml_jackson_databind_ser_std_DateTimeSerializerBase.json,true,537,454,157,154,3,3,27,27,0,0,14.724
JacksonDatabind-46,src_main_java_com_fasterxml_jackson_databind_type_ReferenceType.json,false,606,503,49,48,0,1,10,10,0,0,2.297
JacksonDatabind-47,src_main_java_com_fasterxml_jackson_databind_AnnotationIntrospector.json,false,3222,1920,509,507,0,2,76,76,0,0,32.381
JacksonDatabind-48,src_main_java_com_fasterxml_jackson_databind_DeserializationConfig.json,false,3126,2564,137,137,0,0,15,15,0,0,23.879
JacksonDatabind-48,src_main_java_com_fasterxml_jackson_databind_SerializationConfig.json,false,3333,2723,143,143,0,0,15,15,0,0,24.927
JacksonDatabind-49,src_main_java_com_fasterxml_jackson_databind_ser_impl_WritableObjectId.json,false,233,193,30,30,0,0,7,7,0,0,1.269
JacksonDatabind-5,src_main_java_com_fasterxml_jackson_databind_introspect_AnnotatedClass.json,false,3657,3067,148,148,0,0,24,24,0,0,41.521
JacksonDatabind-50,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializer.json,false,3678,3141,426,426,0,0,83,83,0,0,81.995
JacksonDatabind-51,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_TypeDeserializerBase.json,false,945,743,175,175,0,0,27,27,0,0,18.534
JacksonDatabind-52,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializerBase.json,false,6018,4948,614,614,0,0,95,95,0,0,29.497
JacksonDatabind-52,src_main_java_com_fasterxml_jackson_databind_deser_impl_ExternalTypeHandler.json,false,1638,1357,18,18,1,0,3,3,0,0,5.303
JacksonDatabind-53,src_main_java_com_fasterxml_jackson_databind_type_TypeBindings.json,true,1750,1504,31,31,3,0,2,2,0,0,7.314
JacksonDatabind-53,src_main_java_com_fasterxml_jackson_databind_type_TypeFactory.json,true,4810,3715,770,702,12,68,120,110,1,10,131.301
JacksonDatabind-54,src_main_java_com_fasterxml_jackson_databind_ser_PropertyBuilder.json,false,1064,849,381,381,0,0,75,75,0,0,3.028
JacksonDatabind-55,src_main_java_com_fasterxml_jackson_databind_ser_std_StdKeySerializers.json,true,756,605,66,66,0,0,15,15,0,0,10.021
JacksonDatabind-56,src_main_java_com_fasterxml_jackson_databind_deser_std_FromStringDeserializer.json,false,1242,1075,357,355,4,2,66,66,0,0,49.128
JacksonDatabind-57,src_main_java_com_fasterxml_jackson_databind_ObjectReader.json,false,6232,4339,189,188,1,1,11,11,0,0,24.061
JacksonDatabind-58,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializerFactory.json,false,3440,2770,251,251,0,0,38,38,0,0,13.250
JacksonDatabind-59,src_main_java_com_fasterxml_jackson_databind_JavaType.json,false,1302,869,64,64,0,0,2,2,0,0,4.603
JacksonDatabind-59,src_main_java_com_fasterxml_jackson_databind_type_CollectionLikeType.json,false,860,700,18,18,0,0,2,2,0,0,3.318
JacksonDatabind-59,src_main_java_com_fasterxml_jackson_databind_type_MapLikeType.json,false,989,816,18,18,1,0,2,2,0,0,4.155
JacksonDatabind-59,src_main_java_com_fasterxml_jackson_databind_type_TypeFactory.json,false,5069,3913,412,412,0,0,56,56,0,0,21.155
JacksonDatabind-60,src_main_java_com_fasterxml_jackson_databind_ser_std_JsonValueSerializer.json,false,1269,1039,209,208,1,1,43,43,0,0,21.326
JacksonDatabind-61,src_main_java_com_fasterxml_jackson_databind_ObjectMapper.json,false,12221,7523,393,393,0,0,26,26,0,0,49.691
JacksonDatabind-61,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_StdTypeResolverBuilder.json,false,681,587,267,267,1,0,53,53,0,0,3.876
JacksonDatabind-62,src_main_java_com_fasterxml_jackson_databind_deser_std_CollectionDeserializer.json,false,1625,1310,210,210,1,0,30,30,0,0,8.137
JacksonDatabind-63,src_main_java_com_fasterxml_jackson_databind_JsonMappingException.json,true,1593,1186,177,177,5,0,28,28,3,0,44.033
JacksonDatabind-65,src_main_java_com_fasterxml_jackson_databind_deser_std_StdKeyDeserializer.json,false,1814,1555,101,101,0,0,23,23,0,0,10.073
JacksonDatabind-65,src_main_java_com_fasterxml_jackson_databind_introspect_BasicBeanDescription.json,false,2289,1853,190,190,0,0,39,39,0,0,16.775
JacksonDatabind-66,src_main_java_com_fasterxml_jackson_databind_deser_std_StdKeyDeserializer.json,true,1822,1562,104,101,1,3,21,21,0,0,16.631
JacksonDatabind-67,src_main_java_com_fasterxml_jackson_databind_deser_BasicDeserializerFactory.json,false,8557,7154,183,182,0,1,30,29,0,1,35.749
JacksonDatabind-69,src_main_java_com_fasterxml_jackson_databind_deser_impl_CreatorCollector.json,false,1495,1311,354,353,0,1,64,64,0,0,46.163
JacksonDatabind-7,src_main_java_com_fasterxml_jackson_databind_util_TokenBuffer.json,false,5831,4951,71,71,0,0,8,8,0,0,25.882
JacksonDatabind-70,src_main_java_com_fasterxml_jackson_databind_deser_impl_BeanPropertyMap.json,false,2375,2041,151,150,0,1,26,26,0,0,39.986
JacksonDatabind-71,src_main_java_com_fasterxml_jackson_databind_deser_std_StdKeyDeserializer.json,false,1744,1497,278,276,2,2,62,62,0,0,7.118
JacksonDatabind-72,src_main_java_com_fasterxml_jackson_databind_deser_impl_InnerClassProperty.json,false,583,491,17,17,0,0,2,2,0,0,2.201
JacksonDatabind-73,src_main_java_com_fasterxml_jackson_databind_introspect_POJOPropertiesCollector.json,false,4182,3448,90,90,0,0,10,10,0,0,22.457
JacksonDatabind-73,src_main_java_com_fasterxml_jackson_databind_introspect_POJOPropertyBuilder.json,false,4673,4015,154,154,1,0,33,33,0,0,20.471
JacksonDatabind-74,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_AsPropertyTypeDeserializer.json,false,678,569,132,132,0,0,25,25,0,0,5.876
JacksonDatabind-75,src_main_java_com_fasterxml_jackson_databind_ser_std_EnumSerializer.json,false,761,608,248,248,0,0,44,44,0,0,12.121
JacksonDatabind-76,src_main_java_com_fasterxml_jackson_databind_deser_BuilderBasedDeserializer.json,false,2852,2453,251,250,1,1,45,44,1,1,80.774
JacksonDatabind-77,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializerFactory.json,false,3476,2795,193,193,1,0,30,30,0,0,30.074
JacksonDatabind-78,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializerFactory.json,false,3582,2889,200,200,2,0,30,30,0,0,30.566
JacksonDatabind-79,src_main_java_com_fasterxml_jackson_databind_introspect_JacksonAnnotationIntrospector.json,true,5350,4518,75,61,13,14,10,7,4,3,24.729
JacksonDatabind-79,src_main_java_com_fasterxml_jackson_databind_introspect_ObjectIdInfo.json,true,405,345,7,7,0,0,2,2,0,0,1.758
JacksonDatabind-79,src_main_java_com_fasterxml_jackson_databind_ser_std_BeanSerializerBase.json,true,3490,2976,644,644,2,0,102,102,0,0,108.931
JacksonDatabind-8,src_main_java_com_fasterxml_jackson_databind_deser_impl_CreatorCollector.json,false,1351,1195,127,126,0,1,24,23,0,1,40.846
JacksonDatabind-80,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_StdSubtypeResolver.json,false,1382,1121,383,383,0,0,57,57,0,0,6.818
JacksonDatabind-81,src_main_java_com_fasterxml_jackson_databind_introspect_JacksonAnnotationIntrospector.json,false,6174,5198,814,810,1,4,132,132,0,0,208.486
JacksonDatabind-82,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializerFactory.json,false,3751,3020,592,592,0,0,101,101,0,0,12.385
JacksonDatabind-83,src_main_java_com_fasterxml_jackson_databind_deser_std_FromStringDeserializer.json,false,1318,1148,243,243,0,0,51,51,0,0,16.724
JacksonDatabind-84,src_main_java_com_fasterxml_jackson_databind_type_ResolvedRecursiveType.json,false,385,328,8,8,0,0,2,2,0,0,1.600
JacksonDatabind-86,src_main_java_com_fasterxml_jackson_databind_type_ResolvedRecursiveType.json,false,385,328,8,8,0,0,2,2,0,0,1.562
JacksonDatabind-87,src_main_java_com_fasterxml_jackson_databind_util_StdDateFormat.json,false,2149,1821,653,641,4,12,116,111,0,5,45.627
JacksonDatabind-88,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_ClassNameIdResolver.json,false,584,485,125,125,0,0,28,28,0,0,4.588
JacksonDatabind-89,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializerFactory.json,false,3761,3028,111,111,0,0,16,16,0,0,26.975
JacksonDatabind-90,src_main_java_com_fasterxml_jackson_databind_deser_ValueInstantiator.json,false,1008,629,64,64,0,0,5,5,0,0,5.191
JacksonDatabind-90,src_main_java_com_fasterxml_jackson_databind_deser_std_StdValueInstantiator.json,false,1795,1531,35,35,0,0,2,2,0,0,6.415
JacksonDatabind-91,src_main_java_com_fasterxml_jackson_databind_deser_DeserializerCache.json,false,2000,1543,81,79,0,2,12,11,0,1,12.096
JacksonDatabind-92,src_main_java_com_fasterxml_jackson_databind_deser_BeanDeserializerFactory.json,false,3669,2941,112,112,0,0,16,16,0,0,27.027
JacksonDatabind-93,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_SubTypeValidator.json,false,373,288,116,115,1,1,24,24,0,0,8.931
JacksonDatabind-94,src_main_java_com_fasterxml_jackson_databind_jsontype_impl_SubTypeValidator.json,false,382,300,136,130,0,6,27,27,0,0,34.839
JacksonDatabind-95,src_main_java_com_fasterxml_jackson_databind_type_TypeFactory.json,false,5400,4195,425,425,0,0,60,60,0,0,67.746
JacksonDatabind-95,src_main_java_com_fasterxml_jackson_databind_type_TypeParser.json,false,577,480,104,104,0,0,19,19,0,0,2.408
JacksonDatabind-96,src_main_java_com_fasterxml_jackson_databind_deser_BasicDeserializerFactory.json,false,9299,7765,281,281,0,0,37,37,0,0,39.187
JacksonDatabind-97,src_main_java_com_fasterxml_jackson_databind_node_POJONode.json,true,483,413,68,66,1,2,14,14,0,0,5.694
JacksonDatabind-98,src_main_java_com_fasterxml_jackson_databind_deser_impl_ExternalTypeHandler.json,false,2144,1778,278,277,1,1,45,45,0,0,38.379
JacksonDatabind-99,src_main_java_com_fasterxml_jackson_databind_type_ReferenceType.json,false,919,725,53,53,0,0,9,9,0,0,2.925
JacksonXml-1,src_main_java_com_fasterxml_jackson_dataformat_xml_deser_FromXmlParser.json,false,2584,2212,503,501,1,2,98,97,0,1,132.902
JacksonXml-2,src_main_java_com_fasterxml_jackson_dataformat_xml_deser_XmlTokenStream.json,false,1526,1317,165,160,4,5,35,32,2,3,31.290
JacksonXml-3,src_main_java_com_fasterxml_jackson_dataformat_xml_deser_FromXmlParser.json,false,2629,2256,375,364,11,11,77,76,1,1,13.827
JacksonXml-4,src_main_java_com_fasterxml_jackson_dataformat_xml_ser_XmlSerializerProvider.json,false,1051,912,42,41,1,1,9,9,0,0,4.698
JacksonXml-5,src_main_java_com_fasterxml_jackson_dataformat_xml_ser_XmlSerializerProvider.json,false,876,756,28,28,0,0,6,6,0,0,3.882
JacksonXml-6,src_main_java_com_fasterxml_jackson_dataformat_xml_ser_ToXmlGenerator.json,false,3986,3382,56,56,0,0,2,2,0,0,18.382
Jsoup-1,src_main_java_org_jsoup_nodes_Document.json,false,573,368,89,86,0,3,18,17,0,1,3.731
Jsoup-10,src_main_java_org_jsoup_nodes_Node.json,false,1729,1245,116,116,0,0,28,28,0,0,14.514
Jsoup-11,src_main_java_org_jsoup_select_Selector.json,false,1893,1446,279,279,2,0,73,73,0,0,103.485
Jsoup-12,src_main_java_org_jsoup_select_Selector.json,false,2031,1559,129,129,1,0,19,19,0,0,9.536
Jsoup-13,src_main_java_org_jsoup_nodes_Node.json,false,2238,1599,57,57,0,0,7,7,0,0,9.060
Jsoup-14,src_main_java_org_jsoup_parser_Tokeniser.json,false,939,818,16,16,0,0,2,2,0,0,3.561
Jsoup-14,src_main_java_org_jsoup_parser_TokeniserState.json,false,7282,5871,47,46,0,1,15,14,0,1,42.626
Jsoup-15,src_main_java_org_jsoup_parser_TreeBuilderState.json,false,9073,7213,2651,2651,1,0,515,515,0,0,70.126
Jsoup-16,src_main_java_org_jsoup_nodes_DocumentType.json,false,200,143,115,112,2,3,22,22,0,0,7.630
Jsoup-17,src_main_java_org_jsoup_parser_TreeBuilderState.json,false,9073,7214,14,13,0,1,3,3,0,0,43.903
Jsoup-18,src_main_java_org_jsoup_parser_CharacterReader.json,false,871,789,57,57,0,0,13,13,0,0,4.449
Jsoup-19,src_main_java_org_jsoup_safety_Whitelist.json,false,1861,1308,88,88,0,0,17,17,0,0,7.398
Jsoup-2,src_main_java_org_jsoup_parser_Parser.json,false,1517,1206,230,230,0,0,42,42,0,0,7.266
Jsoup-20,src_main_java_org_jsoup_helper_DataUtil.json,false,674,489,206,206,0,0,32,32,0,0,4.497
Jsoup-23,src_main_java_org_jsoup_parser_CharacterReader.json,false,883,800,5,5,0,0,2,2,0,0,3.416
Jsoup-23,src_main_java_org_jsoup_parser_Tokeniser.json,false,968,835,337,337,0,0,63,63,0,0,3.509
Jsoup-24,src_main_java_org_jsoup_parser_TokeniserState.json,false,7356,5927,118,118,0,0,37,37,0,0,37.082
Jsoup-25,src_main_java_org_jsoup_parser_Tag.json,false,1010,859,41,41,0,0,3,3,0,0,4.921
Jsoup-26,src_main_java_org_jsoup_safety_Cleaner.json,false,519,370,45,45,0,0,9,9,0,0,2.122
Jsoup-27,src_main_java_org_jsoup_helper_DataUtil.json,false,710,518,64,62,2,2,14,13,1,1,4.352
Jsoup-28,src_main_java_org_jsoup_nodes_Entities.json,true,834,621,22,21,1,1,7,6,0,1,7.246
Jsoup-28,src_main_java_org_jsoup_parser_Parser.json,true,536,335,22,22,0,0,2,2,0,0,1.511
Jsoup-28,src_main_java_org_jsoup_parser_Tokeniser.json,true,922,794,291,288,3,3,55,54,0,1,50.963
Jsoup-29,src_main_java_org_jsoup_nodes_Document.json,false,1284,905,51,50,0,1,6,6,0,0,4.652
Jsoup-3,src_main_java_org_jsoup_nodes_Element.json,false,3215,2043,289,289,0,0,44,44,0,0,13.935
Jsoup-3,src_main_java_org_jsoup_parser_Parser.json,false,1542,1212,197,197,0,0,39,39,0,0,9.592
Jsoup-3,src_main_java_org_jsoup_parser_Tag.json,false,1772,1416,763,685,0,78,118,101,0,17,8.730
Jsoup-31,src_main_java_org_jsoup_parser_Token.json,false,822,717,12,12,0,0,3,3,0,0,2.980
Jsoup-31,src_main_java_org_jsoup_parser_TokeniserState.json,false,7406,5977,49,49,0,0,13,13,0,0,36.382
Jsoup-31,src_main_java_org_jsoup_parser_XmlTreeBuilder.json,false,445,362,35,35,0,0,8,8,0,0,2.621
Jsoup-33,src_main_java_org_jsoup_parser_HtmlTreeBuilder.json,false,3277,2742,78,78,0,0,14,14,0,0,19.160
Jsoup-34,src_main_java_org_jsoup_parser_CharacterReader.json,false,1222,1132,131,130,1,1,20,20,0,0,12.733
Jsoup-35,src_main_java_org_jsoup_parser_HtmlTreeBuilderState.json,false,9053,7207,2651,2651,0,0,514,514,0,0,435.124
Jsoup-36,src_main_java_org_jsoup_helper_DataUtil.json,false,835,615,314,314,0,0,55,55,0,0,94.480
